Gene Symbol
SNAPIN
UAP1L1
ZBTB7B
COA5
DNLZ
FUT4
GMNN
PET117
PGBD2
PSMG3
PTTG1
RABIF
TONSL
UBE2Q1
ZNF511
BRD8
CCNG2
CDAN1
CDK2
CEP76
GIGYF1
GUSB
KIAA2013
OARD1
PPCS
SLC44A2
SUOX
TINCR
TMEM179B
TMEM251
USP21
GPR27
TACO1
TADA1
ZNF555
ZNF689
CCNL2
CDIPT
CKAP2
CYB561D1
FRG1
HIGD2A
NT5C
PDXP
PTPRCAP
SERTAD3
SWSAP1
USP5
CISH
EFNA3
KLF3
NOA1
OGFOD2
PPP1R3E
ZBTB6
CDC42SE1
FUNDC1
MKKS
ORAI1
PCGF1
RARG
ZKSCAN4
ZNF219
ZSCAN2
ABHD4
BRF2
CDKN2AIPNL
MBLAC2
NSUN5
RABGGTA
TARBP2
TIMM22
USF1
ZCCHC3
ZG16B
ALG3
B4GALT3
CAMSAP3
CBX3
CERS2
COMT
FEM1A
KNSTRN
MTRNR2L2
PIAS3
RPS27L
SH2B1
ZNF740
ALDH1B1
ANAPC2
ASF1A
BAX
CHCHD1
E2F2
EIF2B4
IDH3B
JMJD8
NAPSA
NARFL
NDUFS3
PYGO2
RNF44
SOX12
SPRY1
THAP10
TMEM69
TPP1
ZNF322
ZNF512B
ASB8
ATG4D
BBS10
CDC34
CENPA
DCTN3
HMGB2
PRR15
RPUSD2
SERTAD4
SPATA25
TAF5
TMEM79
TNFRSF1A
VPS11
MAP10
RHBDF1
SLC25A38
TDP2
TMEM126B
UBE2C
ZIC2
CCNA2
MRI1
NR2C2AP
PIF1
SLC30A1
TBX2
TIGD2
TMEM70
CLN3
CNEP1R1
DBP
FANCE
GLTPD1
ISCU
MFSD5
POP7
TMEM80
CBX2
CRTC2
ETAA1
GPR37
MNX1
BRI3
INTS5
KEAP1
MAZ
PANK4
PTRHD1
THEM6
ULK3
USP27X
ATPIF1
DPF2
HJURP
HMGN2
IFIT5
ZNF786
ATP6V0B
MALSU1
ZNF551
CCDC142
CDCA4
CHST14
IRF2BP1
MXD3
PHF13
TAF1C
UCK1
HECTD3
ISCA2
PEX12
PVRL4
SAT2
SSNA1
TPRG1L
DVL2
MRGBP
NHLRC1
PKMYT1
RECQL4
HPDL
MAF1
MARVELD1
RANBP6
GBA
ZNF416
ZNF691
AP1G2
E2F1
PEX11B
PWWP2B
TRIAP1
ZNF646
ESRP2
HYLS1
NR2F6
PARS2
ZNF750
COASY
HMG20B
METTL17
PPP1R3D
RPP25
SEMA4C
ZNF574
ICMT
KBTBD6
KLHDC3
ZBTB45
ZMYND19
ARRDC1
DOLK
EFNA4
POLR2J
TTC9C
ZNHIT3
DOLPP1
CBR1
OGFR
CNPPD1
CYC1
FADD
FKBPL
SSH3
ZNF768
CENPBD1
IGKC
KLF11
PIM1
RASL11B
SAP30L
ZNF174
CD3EAP
DHRS13
MRFAP1L1
BMP4
MAD2L1
MLST8
PAQR4
REEP4
TMEM60
CDCA7
CDT1
HINT2
PHLDA3
TBCC
TFAP4
TMEM203
TROAP
ZIC5
ABHD10
CETN3
LDB1
FTSJ2
TMEM177
NAGPA
PLD6
ZBTB39
ZNF319
KCTD6
EXOSC5
ING4
BIRC5
HDHD3
FBXW5
FZD2
FANCF
HILPDA
ZBTB42
SLC37A4
CLDN12
CDKN2C
FASTKD3
HPS6
UBL4A
SMG8
TRAPPC2L
KBTBD7
ZBTB14
CDC20
EPN3
CDCA3
F8A1
YPEL3
RPUSD1
ARHGEF39
PSRC1
KIF20A
PLK1
PRR15L
F8A3
CALHM2
TXNIP
LIPT2
